152.136516576,162.579825911,167.236259526
142.117241533,16.9037918838,21.5543872056
75.98399585,77.1925236658,153.219530255
81.6581935605,63.2159028108,52.9524504626
110.230423716,0.0,0.0
0.0,0.0,0.0
55.9450095581,50.2759921225,106.918932804
50.4475153651,51.875137715,76.5792069595
62.354166422,0.0,4.26891717682
0.0,0.0,0.0
3.27222148116,0.0,0.0
0.0,0.0,0.0
-7.16241809887,-8.45597859346,-8.48604432233
0.0,0.0,0.0
-62.470263143,-70.7794677855,-18.2780215431
-270.956796184,-105.520491739,-10.7778347351
106.671439964,11.6649056617,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-4.34422096813,7.05100253473,-2.00877075158
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-41.2665642209,-41.9383088916,-42.1508615744
0.0,0.0,0.0
-197.470754963,-218.10602268,-213.387740424
-668.077481264,-452.019865141,-448.778506998
107.281890127,144.325562169,111.565929636
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
48.4137354846,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
37.5544132476,121.128487983,40.9514277891
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-43.3628841321,-42.6710830292,-56.8328420163
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-231.881424581,-224.61803175,-228.963883521
0.0,0.0,0.0
-577.220658604,-571.403332787,-568.312228473
-723.594823866,-932.643625276,-882.92805286
125.413228881,20.1440464814,24.9257084431
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-33.2241840505,0.0,0.0
94.5405047902,39.5888567973,54.3360560911
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
52.9050952201,84.7620837694,50.4948003502
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-63.2359374514,-16.7713317575,-81.2838404398
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-532.11292357,-663.780677182,-690.942559624
0.0,0.0,0.0
-1313.32265408,-1384.65455459,-1447.66112568
-1712.15752164,-1407.66603912,-1651.07432167
